rec,pro
75,41
10,64
26,3
51,24
25,85
32,35
39,30
7,66
13,87
40,18
90,25
34,79
55,94
61,12
95,28
83,3
95,34
67,28
94,30
49,31
14,87
74,21
56,41
89,57
12,82
80,72
88,50
32,36
1,65
42,81
57,11
73,92
96,22
31,11
98,13
41,17
51,90
71,17
34,32
45,9
48,1
45,28
26,12
84,71
1,16
49,18
25,50
51,15
98,63
16,39
15,42
53,95
34,5
73,99
15,18
84,92
51,26
59,8
3,90
90,30
8,81
22,60
10,72
19,33
28,47
78,23
72,68
24,13
99,69
41,1
93,17
86,39
99,86
34,66
25,81
35,56
1,94
42,60
73,94
50,34
31,83
26,79
49,72
14,5
45,24
13,73
21,41
27,73
94,33
59,57
31,92
51,34
60,82
33,31
94,98
46,68
96,59
90,78
43,6
82,68
97,60
50,55
62,35
2,86
43,66
98,33
68,31
31,15
19,95
12,51
83,27
4,62
65,26
52,54
37,12
66,69
25,99
44,14
54,81
55,15
32,8
4,80
83,91
77,13
97,35
38,84
61,62
19,80
67,77
16,74
48,83
32,50
96,85
36,75
78,30
13,55
70,57
80,3
2,19
63,79
18,12
60,75
81,56
32,11
38,72
93,12
69,14
28,73
64,7
3,50
33,34
27,23
6,8
97,73
23,21
50,40
80,69
77,19
65,89
59,88
38,57
26,48
62,34
59,52
88,30
65,39
94,22
79,69
67,82
41,98
67,74
89,72
69,39
29,13
7,52
69,97
1,89
7,75
84,49
1,66
86,32
7,33
48,90
57,40
57,29
29,94
10,97
13,97
64,38
92,70
9,80
70,26
89,52
51,72
75,66
90,43
98,9
91,89
43,61
84,78
96,27
57,15
28,65
3,71
14,16
58,20
51,82
9,58
44,26
20,66
53,56
7,69
57,76
37,78
86,53
95,60
43,34
54,27
37,10
8,63
12,50
9,55
92,56
31,40
81,7
20,29
53,62
45,74
94,56
62,28
80,58
26,43
76,21
49,73
75,96
93,47
46,59
56,96
39,12
24,49
47,29
26,22
88,63
79,32
59,65
8,75
69,23
32,2
2,23
11,3
7,31
62,54
30,54
5,98
82,95
64,91
75,87
57,56
63,60
69,43
66,23
81,50
81,69
76,39
38,83
74,30
28,83
68,48
96,70
41,55
47,94
74,83
41,16
51,31
62,31
13,96
55,74
70,8
54,58
21,87
92,7
10,85
97,33
42,92
91,30
57,19
21,91
83,86
48,32
27,90
60,15
93,2
79,37
12,53
93,86
12,58
59,85
79,92
71,57
99,33
90,21
25,34
37,87
62,74
77,80
79,55
31,79
3,44
86,34
25,74
70,29
19,11
87,91
19,6
25,12
28,38
76,64
8,35
1,63
17,41
75,13
68,1
73,83
87,50
61,27
3,13
54,48
51,54
77,50
35,40
52,45
16,30
92,79
3,11
4,78
20,56
19,90
78,45
12,18
58,17
4,32
27,43
79,73
50,45
72,44
85,38
81,14
38,22
47,48
15,28
69,50
48,8
73,58
86,37
67,24
20,3
49,15
50,7
40,97
65,94
54,32
52,42
47,7
54,14
80,18
74,98
63,40
95,62
13,37
42,80
40,66
66,46
72,96
26,59
94,7
34,68
94,51
83,6
8,59
63,80
78,56
29,1
95,39
36,47
9,18
36,82
50,13
77,21
15,89
73,50
18,16
25,11
69,86
54,35
46,32
29,55
11,71
67,55
43,65
48,95
66,55
49,95
82,15
28,25
85,30
94,73
3,22
71,33
12,65
69,7
15,5
61,64
72,55
29,31
60,89
26,32
72,69
12,49
94,14
71,95
18,52
1,30
2,15
75,43
44,29
23,57
1,25
60,9
26,34
98,94
97,40
59,21
72,41
28,80
43,36
84,5
10,14
38,47
94,46
85,46
9,6
76,74
55,40
54,17
14,73
76,43
8,79
7,67
42,66
29,61
73,82
57,16
83,31
38,59
92,66
86,71
86,2
61,33
82,88
48,72
6,61
16,88
88,25
17,66
91,68
5,55
6,83
8,4
83,28
3,4
9,52
95,92
11,17
76,87
69,90
65,19
81,40
64,90
84,70
68,61
10,46
31,71
10,63
53,38
78,9
96,55
92,41
86,17
62,94
2,25
93,52
95,71
95,30
97,79
88,29
41,28
13,62
89,7
2,1
40,57
59,72
83,65
80,40
91,76
59,97
42,45
74,44
41,61
35,58
69,45
42,30
61,5
12,45
97,53
41,18
13,14
97,23
65,79
5,96
64,82
25,77
52,32
10,24
64,78
23,26
41,87
17,69
66,99
20,54
63,67
91,55
65,12
40,52
42,23
89,66
39,87
46,42
86,72
40,4
43,54
83,60
24,68
76,97
98,96
92,86
62,97
41,80
87,86
92,21
21,44
9,57
13,40
62,77
54,20
55,91
75,63
86,41
39,53
41,68
50,21
29,89
69,82
76,23
94,61
45,3
35,5
54,66
35,52
51,11
59,22
62,40
45,36
79,50
36,99
22,73
87,41
96,13
86,88
70,98
14,61
52,74
8,30
62,56
65,85
16,69
16,41
60,38
93,35
2,93
22,5
33,59
57,28
40,71
96,49
77,94
17,79
45,95
63,73
52,27
89,10
3,83
91,1
53,86
32,69
14,57
98,86
60,93
98,48
27,37
59,86
94,88
67,37
84,47
97,56
48,13
58,70
86,28
65,82
48,96
31,10
65,59
9,2
95,16
54,98
7,12
22,89
33,4
80,11
32,48
39,25
69,20
93,97
64,70
52,15
75,25
68,38
30,86
30,72
56,73
75,83
5,51
79,25
65,72
17,63
65,95
65,35
21,55
40,20
50,82
48,55
53,85
14,20
87,83
81,35
87,13
32,89
86,91
75,30
81,44
1,33
17,51
76,2
71,5
91,40
64,12
80,25
34,99
84,69
87,47
91,14
41,37
13,6
80,71
27,69
50,53
51,63
96,25
20,5
41,36
4,89
99,34
26,39
33,46
75,46
29,11
18,79
58,82
61,79
18,38
28,14
32,22
69,60
34,74
82,86
5,6
94,93
12,34
24,51
92,45
80,22
93,18
57,21
97,29
56,78
70,80
92,54
11,60
40,39
45,58
43,49
71,68
48,78
62,67
54,61
28,39
83,64
25,91
25,5
40,1
40,70
76,11
21,74
16,91
5,23
93,84
20,38
78,4
99,61
34,60
95,20
60,97
68,46
32,60
89,54
64,24
60,96
81,97
85,11
80,50
56,68
96,18
88,62
58,99
81,22
35,32
82,11
98,43
7,28
47,22
15,73
49,62
21,18
54,73
2,91
49,25
50,52
32,6
71,36
25,42
85,35
51,39
15,95
26,57
68,3
6,89
10,87
76,1
70,33
69,99
56,83
94,87
11,79
83,59
25,56
58,51
76,31
77,78
36,28
17,98
20,27
26,80
20,89
52,21
35,27
59,58
94,41
40,38
11,67
53,30
73,7
43,38
55,26
38,29
10,52
25,61
24,39
62,16
23,40
5,39
98,55
79,31
43,87
1,8
67,7
40,67
26,21
18,69
71,43
94,25
95,2
16,14
62,55
24,46
93,40
93,91
52,72
81,66
32,87
96,3
53,3
45,77
43,26
82,58
29,50
4,28
7,76
9,79
33,6
89,65
49,81
66,61
81,1
89,17
71,76
57,89
48,88
77,38
45,92
43,44
24,25
51,91
64,92
48,70
28,52
47,77
38,46
39,60
79,36
15,49
87,30
46,71
68,12
22,23
31,50
71,41
29,26
23,80
62,84
11,8
58,15
69,74
48,36
89,95
95,33
67,75
84,63
22,93
92,33
18,75
80,61
31,19
97,25
25,72
97,17
19,15
74,22
72,90
78,47
96,4
35,69
8,38
52,99
30,37
40,72
6,52
22,42
65,57
93,94
37,80
65,42
23,65
95,5
98,29
99,16
85,91
29,18
68,16
33,44
88,57
22,7
82,49
93,8
92,35
6,78
3,68
90,99
54,78
59,36
58,5
84,57
34,91
53,41
10,49
96,52
45,90
95,58
39,50
67,71
91,22
47,46
16,34
72,49
81,53
4,54
99,84
34,45
33,77
90,80
32,73
40,29
55,89
78,58
60,14
61,86
81,46
78,1
15,90
18,97
99,44
82,71
38,39
33,63
85,14
67,32
57,84
35,80
78,40
82,78
96,72
32,10
31,66
74,9
53,76
21,78
17,35
95,68
82,39
62,64
64,13
45,54
15,31
51,59
85,42
23,60
68,83
48,52
56,89
1,62
76,73
58,64
43,11
87,52
22,9
34,82
9,5
16,53
74,6
51,46
61,1
10,36
90,86
9,14
76,37
42,1
92,31
37,97
5,81
51,94
3,89
72,42
47,9
40,80
65,96
29,85
10,9
28,58
68,6
31,9
95,61
73,13
33,64
78,57
25,35
2,75
48,24
33,75
60,2
88,23
26,77
16,65
62,27
46,3
22,29
91,42
33,52
57,26
54,10
69,22
17,33
11,49
34,61
72,31
70,71
14,62
39,99
19,74
80,43
9,8
3,65
43,56
68,64
95,93
96,19
87,79
81,42
5,21
47,34
35,77
31,16
61,37
24,33
88,1
37,79
66,70
43,42
59,6
89,76
71,47
85,81
65,50
72,2
51,56
4,93
82,33
93,71
44,90
50,96
48,47
3,96
45,21
80,41
17,89
20,59
97,4
40,88
62,98
62,57
91,24
86,29
78,29
30,73
16,62
60,83
79,87
32,65
15,38
63,23
13,76
84,12
92,49
78,66
26,84
19,51
78,87
9,41
54,83
58,45
62,49
45,15
34,62
23,30
54,34
64,98
88,72
76,6
70,10
78,99
99,40
37,50
15,58
19,44
46,87
81,93
38,92
70,37
42,52
59,63
2,94
21,7
68,11
97,55
31,42
94,24
21,70
75,34
66,73
81,21
55,3
20,21
52,36
70,86
72,59
74,75
73,78
63,87
75,94
58,11
31,65
91,65
69,76
53,93
75,54
82,69
61,24
22,50
5,48
79,17
82,55
33,73
30,6
20,77
60,57
29,82
11,40
93,96
48,81
35,92
64,63
75,64
65,24
90,79
46,33
11,47
35,88
49,71
63,28
6,55
63,76
5,32
73,19
80,44
23,98
84,39
51,16
30,65
86,43
28,81
59,82
19,70
54,38
81,47
52,3
20,7
90,3
5,67
96,1
79,26
77,31
47,19
66,91
24,27
62,24
3,59
51,87
94,57
35,81
94,63
31,26
26,55
41,24
92,59
1,85
82,47
49,14
26,75
12,69
23,34
44,66
12,37
98,60
33,66
22,58
71,12
43,93
57,61
68,42
43,7
77,59
67,41
95,83
35,97
36,85
24,60
5,1
92,88
60,90
1,37
89,62
47,87
10,30
78,52
37,33
11,65
24,11
68,78
18,3
93,59
48,92
19,16
20,32
71,50
68,86
77,52
63,61
63,97
41,71
85,99
48,20
9,67
46,29
16,85
42,91
55,10
24,94
97,51
75,71
2,51
62,10
83,85
81,83
73,90
21,36
31,37
68,92
20,71
26,47
6,19
12,97
71,86
42,44
41,62
67,27
1,7
41,49
14,29
71,18
60,68
84,4
76,68
89,46
42,87
68,47
41,81
88,75
2,13
36,80
71,34
75,45
26,17
73,35
40,26
88,34
96,99
50,67
75,8
36,50
98,87
3,5
72,1
81,15
25,23
3,57
46,51
15,79
1,52
74,78
72,95
82,99
89,43
36,93
83,48
52,95
61,96
71,8
22,27
22,66
16,21
37,30
90,47
30,3
9,15
29,58
39,19
34,72
74,37
32,44
29,32
8,68
41,30
15,87
68,54
91,72
73,95
67,46
55,39
80,54
77,96
47,44
54,62
53,91
18,30
13,33
83,57
87,31
64,25
50,11
5,78
84,19
99,13
26,9
64,62
23,6
75,16
28,45
15,6
5,19
20,25
19,13
25,38
63,77
27,66
66,26
35,90
28,31
30,46
23,55
48,6
19,14
33,97
16,24
18,62
38,55
57,49
54,57
21,62
6,86
25,90
64,51
88,70
36,34
85,49
41,13
1,59
88,13
36,95
21,97
82,54
57,39
80,79
53,98
88,54
41,85
18,29
1,20
58,60
13,29
16,10
82,46
30,15
41,69
33,87
24,14
70,43
26,89
77,71
94,54
91,69
53,88
31,90
88,12
90,41
25,84
9,89
48,61
14,83
90,10
27,87
72,39
26,52
89,91
30,68
73,24
80,27
26,8
57,14
18,57
34,48
63,46
20,43
53,63
98,42
85,36
26,4
26,7
45,64
36,62
17,60
67,50
93,56
51,13
62,26
70,34
48,53
36,53
69,29
23,85
30,51
38,56
43,23
81,51
42,27
76,9
75,48
7,25
76,44
27,50
63,8
43,89
6,56
10,77
93,28
28,26
27,63
70,74
76,26
2,21
18,39
69,70
61,36
23,19
16,84
91,84
75,4
87,32
54,69
50,42
42,77
47,52
14,39
97,38
11,29
60,3
61,39
41,78
66,96
92,51
49,42
97,42
45,17
35,7
71,51
99,88
92,68
83,15
23,31
41,51
89,55
73,11
40,12
13,48
30,71
29,80
84,97
65,68
77,62
13,80
66,65
3,72
34,1
31,70
92,62
13,35
56,61
54,84
84,31
43,78
88,87
19,37
88,26
67,30
99,95
42,25
21,4
39,46
26,45
66,57
14,60
57,54
11,22
90,92
9,4
15,57
59,53
15,9
6,95
70,27
78,67
63,69
9,3
54,4
34,70
31,30
39,80
55,27
91,53
65,9
1,51
68,81
10,83
72,12
82,77
27,99
37,55
57,58
34,3
50,58
36,46
14,32
25,66
54,29
62,79
13,60
72,16
94,96
6,58
52,81
14,4
32,23
84,76
73,64
44,98
99,97
13,69
55,98
97,21
53,65
57,59
98,88
79,34
18,20
67,64
6,53
42,51
6,81
64,75
85,92
72,43
58,38
41,48
89,60
74,97
79,33
42,47
43,71
74,23
47,39
75,62
63,49
51,71
46,92
1,9
97,10
31,85
27,31
55,75
65,45
1,5
17,26
49,2
97,28
3,19
17,55
2,62
37,32
49,29
64,73
9,69
70,24
20,97
31,24
97,77
7,98
30,39
10,20
99,2
16,45
11,98
26,36
85,77
91,81
26,95
99,7
42,31
7,99
28,64
61,67
45,96
47,21
27,17
6,46
77,82
97,76
22,40
74,84
42,9
61,3
83,4
48,65
25,3
88,53
74,54
59,74
12,39
68,88
46,11
9,29
21,68
91,51
88,6
24,45
25,2
45,40
24,21
85,31
44,23
43,55
75,52
99,60
63,72
56,95
12,35
6,32
67,13
91,7
49,70
38,78
76,30
18,82
7,11
17,65
59,40
89,51
15,7
35,54
15,85
42,11
13,23
19,69
51,19
87,8
77,51
75,69
35,66
71,25
62,66
56,66
75,82
53,5
69,44
1,50
13,84
86,78
32,56
12,24
89,73
76,93
29,28
4,49
90,40
89,63
85,73
2,53
16,38
93,78
38,19
32,88
35,15
84,58
64,18
69,13
58,78
96,20
50,43
18,87
71,98
37,68
37,70
31,12
8,58
99,63
87,19
65,52
38,34
91,47
86,3
8,80
92,34
78,77
47,58
75,27
62,85
90,61
15,52
90,13
98,79
39,93
5,79
85,79
58,66
28,53
67,85
92,38
45,11
62,72
36,81
95,47
72,4
72,13
80,52
42,49
68,60
68,80
23,41
47,56
13,21
70,68
79,86
3,55
51,98
26,25
31,5
98,38
20,33
50,84
90,51
41,31
86,60
92,6
94,13
49,79
48,76
39,38
31,88
42,50
52,44
42,93
20,62
20,64
94,16
4,63
72,35
30,41
56,40
25,96
86,93
70,44
87,27
49,96
8,15
2,88
39,24
20,79
80,53
32,72
74,85
48,37
23,35
44,96
33,92
7,13
3,67
53,46
30,60
28,13
75,17
35,2
51,60
70,20
14,90
28,5
26,2
46,73
84,50
73,84
28,35
66,14
69,65
2,87
99,3
67,10
23,94
3,7
99,28
88,45
2,50
50,38
48,74
47,96
10,60
81,77
99,5
95,76
57,22
60,1
48,58
7,88
27,77
77,66
90,59
84,82
9,54
58,96
95,99
74,14
30,23
76,25
28,10
92,39
27,89
17,77
16,43
28,69
75,81
1,13
4,38
82,43
95,11
74,96
67,6
53,67
80,1
99,62
47,61
38,68
5,31
32,24
8,62
56,52
39,88
50,26
71,2
29,57
66,72
93,79
16,32
91,63
44,12
42,14
33,24
38,32
8,3
92,58
19,93
60,6
98,93
32,70
91,83
22,61
32,46
24,41
45,53
74,27
97,1
72,22
13,74
88,32
4,42
11,56
78,97
20,52
73,91
85,39
29,83
65,61
3,85
66,89
81,11
75,65
91,18
27,22
13,65
99,89
7,51
6,87
55,77
84,99
9,17
66,13
73,27
61,2
74,77
60,32
86,7
24,86
34,51
70,77
7,19
79,70
34,21
31,23
15,67
39,84
30,19
29,10
73,5
88,49
51,7
59,15
29,34
40,96
50,75
98,8
1,14
20,44
41,77
99,11
37,57
31,47
90,76
67,23
80,15
28,76
6,39
55,25
69,4
8,89
35,4
47,75
93,57
94,2
85,3
92,84
77,48
27,86
7,15
44,38
78,50
46,25
17,87
37,72
3,63
53,80
52,10
31,61
24,91
29,19
11,27
26,27
28,24
62,7
51,57
39,81
78,36
10,29
98,20
98,26
93,14
51,47
49,7
3,29
15,69
40,7
87,89
35,36
88,10
37,61
46,47
73,69
84,64
72,85
90,35
20,16
91,87
69,33
51,10
63,89
50,97
59,99
84,55
94,72
7,89
48,31
6,90
8,74
90,58
24,80
42,7
36,60
54,33
87,34
68,45
7,63
64,88
35,23
60,65
13,30
11,12
22,78
92,4
69,93
36,69
45,67
60,84
16,20
47,54
88,61
4,87
82,10
55,8
96,23
5,88
13,77
14,79
37,26
86,85
2,55
62,21
96,57
35,70
58,68
75,12
90,6
37,75
27,61
50,33
2,27
32,17
22,90
74,43
44,5
15,82
87,2
73,66
26,35
87,48
53,50
69,31
46,39
18,64
10,56
18,67
64,54
17,94
39,43
16,87
37,23
53,2
22,95
43,40
54,44
50,91
54,89
40,63
79,40
75,95
78,64
61,25
9,64
33,71
76,16
93,51
98,76
95,89
49,22
16,57
39,98
56,28
54,75
29,71
73,65
40,93
43,9
65,70
60,61
1,22
97,15
33,38
26,74
8,49
66,71
6,22
19,96
76,32
85,41
66,28
11,25
18,88
30,53
88,82
63,45
96,71
82,23
23,42
43,2
5,57
63,64
36,9
15,27
40,43
17,57
85,20
12,33
90,60
56,2
61,85
70,38
98,7
78,16
32,41
22,74
2,68
65,2
15,65
2,20
26,23
1,49
85,58
91,26
18,23
35,49
10,27
39,90
65,67
26,73
81,26
22,30
91,41
1,80
17,54
43,91
36,98
73,15
77,74
89,9
66,48
68,55
66,54
69,79
7,49
35,11
87,44
69,15
10,22
86,6
75,51
38,44
34,71
34,8
21,17
45,30
39,59
55,5
10,4
42,82
11,75
14,99
83,40
79,41
47,95
15,72
74,18
75,88
85,70
1,68
22,24
86,50
69,95
28,42
37,2
31,96
51,17
48,87
94,65
25,83
49,32
57,24
20,91
59,43
78,60
5,9
16,92
16,35
34,58
45,82
64,21
57,48
7,30
52,37
52,87
21,72
43,4
21,28
11,30
87,25
56,63
77,89
56,74
62,86
13,15
56,82
73,75
1,26
15,16
40,27
9,10
33,96
93,76
41,94
8,7
48,44
75,42
47,63
77,9
15,92
35,30
54,46
69,77
2,10
81,79
14,70
85,24
19,26
81,59
23,12
92,93
45,37
81,86
95,8
86,97
97,90
69,58
56,22
73,32
57,65
97,74
68,18
68,57
68,97
57,31
12,6
31,55
91,6
92,71
14,94
88,80
61,35
6,63
54,31
87,1
85,86
61,50
30,87
31,2
13,95
32,51
28,15
22,33
92,10
63,10
65,92
56,91
95,24
30,85
84,41
65,5
6,47
17,71
76,15
72,46
57,45
35,71
23,47
37,13
95,85
73,26
95,41
73,16
10,16
20,41
12,83
25,95
17,14
83,24
16,98
17,58
17,15
89,59
36,73
90,24
86,36
21,80
62,19
72,65
67,43
73,47
2,3
21,40
44,57
33,57
23,69
94,28
10,53
12,36
58,48
9,26
31,78
74,25
96,6
19,76
53,39
91,36
58,87
59,20
96,76
81,80
81,16
49,33
67,63
59,38
19,3
32,66
50,31
48,84
14,91
86,77
61,4
44,52
56,5
33,19
64,23
81,58
77,57
60,17
57,98
55,97
30,32
77,27
56,6
7,47
21,25
83,90
53,52
38,21
93,33
81,28
66,47
32,61
19,89
14,24
57,69
87,67
13,44
9,88
51,2
45,42
76,60
39,47
31,52
3,39
99,85
44,62
67,39
47,6
83,2
28,30
56,65
21,98
48,26
54,13
57,44
85,80
77,87
35,17
6,88
57,91
32,14
87,97
78,25
78,71
73,2
75,6
99,75
36,22
1,78
79,93
32,55
44,95
64,44
54,11
8,57
2,5
62,92
75,67
87,55
82,24
78,72
25,7
95,12
56,42
12,84
90,91
37,91
28,46
65,36
32,20
43,45
43,83
1,18
75,24
89,5
50,77
17,76
52,78
96,30
54,5
97,6
78,94
30,31
86,33
4,1
1,73
74,32
78,54
26,92
50,63
10,62
20,96
19,79
31,84
38,88
64,50
7,10
7,46
6,59
6,36
32,78
1,70
78,14
53,11
84,48
67,84
84,20
93,39
83,70
36,26
16,56
33,49
23,63
26,71
56,77
78,63
9,7
87,18
23,15
25,15
96,82
16,97
31,53
76,62
50,98
92,90
24,44
46,97
22,1
91,96
53,99
17,42
11,43
23,74
51,67
39,71
8,82
17,81
53,21
81,38
92,75
40,79
93,38
86,96
15,37
84,87
38,33
91,77
31,64
2,11
28,51
17,16
82,40
59,5
70,40
53,31
67,2
39,54
23,22
20,19
28,95
41,43
28,57
93,41
56,71
47,20
67,53
39,61
4,8
2,7
98,83
35,13
5,66
90,11
9,91
11,45
40,86
4,76
99,72
10,54
41,90
44,11
38,61
38,54
46,78
55,67
96,98
83,33
66,80
60,5
35,65
49,34
43,47
1,86
95,40
31,6
39,69
57,74
23,91
29,37
4,95
55,95
47,1
80,70
54,6
24,53
82,64
93,68
97,64
75,37
91,38
42,54
5,74
31,56
12,26
84,94
81,48
44,24
87,21
26,24
11,80
42,97
7,14
85,90
78,61
98,80
30,13
92,76
27,28
42,32
83,25
45,72
16,79
3,74
44,31
11,54
16,18
73,59
5,63
82,70
44,94
34,13
13,26
12,5
81,88
62,15
44,37
13,22
71,56
42,16
88,91
7,90
58,84
27,96
88,4
77,54
46,16
27,71
40,68
72,28
32,91
32,40
37,21
83,43
42,57
69,49
50,23
30,62
44,61
19,25
61,58
81,23
83,99
54,95
30,20
46,63
55,34
77,45
52,65
67,36
27,83
11,26
44,41
43,60
95,69
54,68
13,8
58,22
24,37
19,82
28,41
63,21
50,36
75,32
74,45
57,94
96,43
3,38
56,67
49,99
97,87
84,44
77,97
38,16
58,52
12,71
75,35
44,9
21,14
95,23
74,12
73,6
42,58
95,73
40,59
73,20
81,37
30,98
84,24
65,69
22,54
87,95
59,55
32,92
38,26
90,14
26,98
35,60
63,71
25,48
33,55
95,67
96,29
60,92
3,45
96,60
36,54
7,37
25,97
87,49
13,88
56,62
